Transient analysis - Dval=5.05e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 5.2168e-009, 0.0000e+000, 9.0000e-001, 8.9119e-001
 5.3844e-009, 0.0000e+000, 9.0000e-001, 9.0740e-001
 5.5844e-009, 0.0000e+000, 9.0000e-001, 8.9314e-001
 5.7844e-009, 0.0000e+000, 9.0000e-001, 9.0591e-001
 5.9844e-009, 0.0000e+000, 9.0000e-001, 8.9453e-001
 6.1844e-009, 0.0000e+000, 9.0000e-001, 9.0472e-001
 6.3844e-009, 0.0000e+000, 9.0000e-001, 8.9562e-001
 6.5844e-009, 0.0000e+000, 9.0000e-001, 9.0377e-001
 6.7844e-009, 0.0000e+000, 9.0000e-001, 8.9649e-001
 6.9844e-009, 0.0000e+000, 9.0000e-001, 9.0301e-001
 7.1844e-009, 0.0000e+000, 9.0000e-001, 8.9718e-001
 7.3844e-009, 0.0000e+000, 9.0000e-001, 9.0241e-001
 7.5844e-009, 0.0000e+000, 9.0000e-001, 8.9773e-001
 7.7844e-009, 0.0000e+000, 9.0000e-001, 9.0193e-001
 7.9844e-009, 0.0000e+000, 9.0000e-001, 8.9817e-001
 8.1844e-009, 0.0000e+000, 9.0000e-001, 9.0154e-001
 8.3844e-009, 0.0000e+000, 9.0000e-001, 8.9852e-001
 8.5844e-009, 0.0000e+000, 9.0000e-001, 9.0123e-001
 8.7844e-009, 0.0000e+000, 9.0000e-001, 8.9880e-001
 8.9844e-009, 0.0000e+000, 9.0000e-001, 9.0098e-001
 9.0000e-009, 0.0000e+000, 9.0000e-001, 8.9972e-001

Transient analysis - Dval=5.062e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 0.0000e+000, 0.0000e+000, 0.0000e+000, 8.9995e-001
 6.2500e-012, 5.6250e-002, 0.0000e+000, 9.0028e-001
 5.6256e-011, 5.0631e-001, 0.0000e+000, 9.0407e-001
 8.1260e-011, 7.3134e-001, 0.0000e+000, 6.3695e-001
 9.3761e-011, 8.4385e-001, 0.0000e+000, 2.8064e-001
 1.0000e-010, 9.0000e-001, 0.0000e+000, 1.0323e-001
 1.0617e-010, 9.0000e-001, 0.0000e+000, 3.9064e-002
 1.2039e-010, 9.0000e-001, 0.0000e+000,-9.3929e-003
 1.4373e-010, 9.0000e-001, 0.0000e+000, 5.4676e-003
 2.0922e-010, 9.0000e-001, 0.0000e+000,-4.2868e-003
 4.0922e-010, 9.0000e-001, 0.0000e+000, 4.0150e-003
 6.0922e-010, 9.0000e-001, 0.0000e+000,-3.6791e-003
 8.0922e-010, 9.0000e-001, 0.0000e+000, 3.4421e-003
 1.0092e-009, 9.0000e-001, 0.0000e+000,-3.1493e-003
 1.2092e-009, 9.0000e-001, 0.0000e+000, 2.9436e-003
 1.4092e-009, 9.0000e-001, 0.0000e+000,-2.6870e-003
 1.6092e-009, 9.0000e-001, 0.0000e+000, 2.5094e-003
 1.8092e-009, 9.0000e-001, 0.0000e+000,-2.2834e-003
 2.0092e-009, 9.0000e-001, 0.0000e+000, 2.1307e-003
 2.2092e-009, 9.0000e-001, 0.0000e+000,-1.9310e-003
 2.4092e-009, 9.0000e-001, 0.0000e+000, 1.8005e-003
 2.6092e-009, 9.0000e-001, 0.0000e+000,-1.6236e-003
 2.8092e-009, 9.0000e-001, 0.0000e+000, 1.5126e-003
 3.0092e-009, 9.0000e-001, 0.0000e+000,-1.3554e-003
 3.2092e-009, 9.0000e-001, 0.0000e+000, 1.2617e-003
 3.4092e-009, 9.0000e-001, 0.0000e+000,-1.1217e-003
 3.6092e-009, 9.0000e-001, 0.0000e+000, 1.0433e-003
 3.8092e-009, 9.0000e-001, 0.0000e+000,-9.1831e-004
 4.0092e-009, 9.0000e-001, 0.0000e+000, 8.5339e-004
 4.2092e-009, 9.0000e-001, 0.0000e+000,-7.4152e-004
 4.4092e-009, 9.0000e-001, 0.0000e+000, 6.8849e-004
 4.6092e-009, 9.0000e-001, 0.0000e+000,-5.8810e-004
 4.8092e-009, 9.0000e-001, 0.0000e+000, 5.4556e-004
 5.0092e-009, 9.0000e-001, 0.0000e+000,-4.5521e-004
 5.0620e-009, 9.0000e-001, 0.0000e+000, 2.7514e-004
 5.0870e-009, 9.0000e-001, 2.2500e-001, 1.0617e-004
 5.1000e-009, 9.0000e-001, 3.4200e-001,-3.9120e-004
 5.1228e-009, 6.9441e-001, 5.4759e-001,-4.1770e-005
 5.1343e-009, 5.9162e-001, 6.5038e-001, 2.6464e-002
 5.1480e-009, 4.6831e-001, 7.7369e-001, 1.9158e-001
 5.1620e-009, 3.4200e-001, 9.0000e-001, 3.8683e-001
 5.1630e-009, 3.3345e-001, 9.0000e-001, 3.9409e-001
 5.1725e-009, 2.4794e-001, 9.0000e-001, 4.3378e-001
 5.1831e-009, 1.5216e-001, 9.0000e-001, 4.4052e-001
 5.1977e-009, 2.0520e-002, 9.0000e-001, 4.6450e-001
 5.2000e-009, 0.0000e+000, 9.0000e-001, 4.7171e-001
 5.2096e-009, 0.0000e+000, 9.0000e-001, 6.0477e-001
 5.2143e-009, 0.0000e+000, 9.0000e-001, 6.8847e-001
 5.2243e-009, 0.0000e+000, 9.0000e-001, 8.3768e-001
 5.2397e-009, 0.0000e+000, 9.0000e-001, 9.0484e-001
 5.2756e-009, 0.0000e+000, 9.0000e-001, 8.9751e-001
 5.4756e-009, 0.0000e+000, 9.0000e-001, 9.0208e-001
 5.6756e-009, 0.0000e+000, 9.0000e-001, 8.9807e-001
 5.8756e-009, 0.0000e+000, 9.0000e-001, 9.0159e-001
 6.0756e-009, 0.0000e+000, 9.0000e-001, 8.9851e-001
 6.2756e-009, 0.0000e+000, 9.0000e-001, 9.0120e-001
 6.4756e-009, 0.0000e+000, 9.0000e-001, 8.9886e-001
 6.6756e-009, 0.0000e+000, 9.0000e-001, 9.0089e-001
 6.8756e-009, 0.0000e+000, 9.0000e-001, 8.9914e-001
 7.0756e-009, 0.0000e+000, 9.0000e-001, 9.0064e-001
 7.2756e-009, 0.0000e+000, 9.0000e-001, 8.9936e-001
 7.4756e-009, 0.0000e+000, 9.0000e-001, 9.0045e-001
 7.6756e-009, 0.0000e+000, 9.0000e-001, 8.9953e-001
 7.8756e-009, 0.0000e+000, 9.0000e-001, 9.0029e-001
 8.0756e-009, 0.0000e+000, 9.0000e-001, 8.9967e-001
 8.2756e-009, 0.0000e+000, 9.0000e-001, 9.0017e-001
 8.4756e-009, 0.0000e+000, 9.0000e-001, 8.9978e-001
 8.6756e-009, 0.0000e+000, 9.0000e-001, 9.0007e-001
 8.8756e-009, 0.0000e+000, 9.0000e-001, 8.9987e-001
 9.0000e-009, 0.0000e+000, 9.0000e-001, 8.9997e-001

Transient analysis - Dval=5.064e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 0.0000e+000, 0.0000e+000, 0.0000e+000, 8.9995e-001
 6.2500e-012, 5.6250e-002, 0.0000e+000, 9.0028e-001
 5.6256e-011, 5.0631e-001, 0.0000e+000, 9.0407e-001
 8.1260e-011, 7.3134e-001, 0.0000e+000, 6.3695e-001
 9.3761e-011, 8.4385e-001, 0.0000e+000, 2.8064e-001
 1.0000e-010, 9.0000e-001, 0.0000e+000, 1.0323e-001
 1.0617e-010, 9.0000e-001, 0.0000e+000, 3.9064e-002
 1.2039e-010, 9.0000e-001, 0.0000e+000,-9.3929e-003
 1.4373e-010, 9.0000e-001, 0.0000e+000, 5.4676e-003
 2.0922e-010, 9.0000e-001, 0.0000e+000,-4.2868e-003
 4.0922e-010, 9.0000e-001, 0.0000e+000, 4.0150e-003
 6.0922e-010, 9.0000e-001, 0.0000e+000,-3.6791e-003
 8.0922e-010, 9.0000e-001, 0.0000e+000, 3.4421e-003
 1.0092e-009, 9.0000e-001, 0.0000e+000,-3.1493e-003
 1.2092e-009, 9.0000e-001, 0.0000e+000, 2.9436e-003
 1.4092e-009, 9.0000e-001, 0.0000e+000,-2.6870e-003
 1.6092e-009, 9.0000e-001, 0.0000e+000, 2.5094e-003
 1.8092e-009, 9.0000e-001, 0.0000e+000,-2.2834e-003
 2.0092e-009, 9.0000e-001, 0.0000e+000, 2.1307e-003
 2.2092e-009, 9.0000e-001, 0.0000e+000,-1.9310e-003
 2.4092e-009, 9.0000e-001, 0.0000e+000, 1.8005e-003
 2.6092e-009, 9.0000e-001, 0.0000e+000,-1.6236e-003
 2.8092e-009, 9.0000e-001, 0.0000e+000, 1.5126e-003
 3.0092e-009, 9.0000e-001, 0.0000e+000,-1.3554e-003
 3.2092e-009, 9.0000e-001, 0.0000e+000, 1.2617e-003
 3.4092e-009, 9.0000e-001, 0.0000e+000,-1.1217e-003
 3.6092e-009, 9.0000e-001, 0.0000e+000, 1.0433e-003
 3.8092e-009, 9.0000e-001, 0.0000e+000,-9.1831e-004
 4.0092e-009, 9.0000e-001, 0.0000e+000, 8.5339e-004
 4.2092e-009, 9.0000e-001, 0.0000e+000,-7.4152e-004
 4.4092e-009, 9.0000e-001, 0.0000e+000, 6.8849e-004
 4.6092e-009, 9.0000e-001, 0.0000e+000,-5.8810e-004
 4.8092e-009, 9.0000e-001, 0.0000e+000, 5.4556e-004
 5.0092e-009, 9.0000e-001, 0.0000e+000,-4.5521e-004
 5.0640e-009, 9.0000e-001, 0.0000e+000, 2.8181e-004
 5.0890e-009, 9.0000e-001, 2.2500e-001, 1.0701e-004
 5.1000e-009, 9.0000e-001, 3.2400e-001,-2.5449e-004
 5.1210e-009, 7.1088e-001, 5.1312e-001,-1.4340e-003
 5.1315e-009, 6.1633e-001, 6.0767e-001, 6.5373e-003
 5.1432e-009, 5.1116e-001, 7.1284e-001, 7.8343e-002
 5.1610e-009, 3.5112e-001, 8.7288e-001, 2.7633e-001
 5.1640e-009, 3.2400e-001, 9.0000e-001, 3.0332e-001
 5.1699e-009, 2.7054e-001, 9.0000e-001, 2.9101e-001
 5.1838e-009, 1.4573e-001, 9.0000e-001, 1.5194e-001
 5.2000e-009, 0.0000e+000, 9.0000e-001, 5.5921e-003
 5.2250e-009, 0.0000e+000, 9.0000e-001, 2.0907e-003
 5.3247e-009, 0.0000e+000, 9.0000e-001,-1.0510e-003
 5.3746e-009, 0.0000e+000, 9.0000e-001, 2.7225e-004
 5.5195e-009, 0.0000e+000, 9.0000e-001,-1.2672e-004
 5.7195e-009, 0.0000e+000, 9.0000e-001, 9.4214e-005
 5.9195e-009, 0.0000e+000, 9.0000e-001,-2.2336e-005
 6.1195e-009, 0.0000e+000, 9.0000e-001, 1.4963e-005
 6.3195e-009, 0.0000e+000, 9.0000e-001, 3.6228e-005
 6.5195e-009, 0.0000e+000, 9.0000e-001,-2.8408e-005
 6.7195e-009, 0.0000e+000, 9.0000e-001, 6.7686e-005
 6.9195e-009, 0.0000e+000, 9.0000e-001,-5.0818e-005
 7.1195e-009, 0.0000e+000, 9.0000e-001, 8.3224e-005
 7.3195e-009, 0.0000e+000, 9.0000e-001,-6.1050e-005
 7.5195e-009, 0.0000e+000, 9.0000e-001, 8.9531e-005
 7.7195e-009, 0.0000e+000, 9.0000e-001,-6.4318e-005
 7.9195e-009, 0.0000e+000, 9.0000e-001, 9.0646e-005
 8.1195e-009, 0.0000e+000, 9.0000e-001,-6.3595e-005
 8.3195e-009, 0.0000e+000, 9.0000e-001, 8.9176e-005
 8.5195e-009, 0.0000e+000, 9.0000e-001,-6.1355e-005
 8.7195e-009, 0.0000e+000, 9.0000e-001, 8.6072e-005
 8.9195e-009, 0.0000e+000, 9.0000e-001,-5.7876e-005
 9.0000e-009, 0.0000e+000, 9.0000e-001, 7.8887e-005

Transient analysis - Dval=5.066e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 0.0000e+000, 0.0000e+000, 0.0000e+000, 8.9995e-001
 6.2500e-012, 5.6250e-002, 0.0000e+000, 9.0028e-001
 5.6256e-011, 5.0631e-001, 0.0000e+000, 9.0407e-001
 8.1260e-011, 7.3134e-001, 0.0000e+000, 6.3695e-001
 9.3761e-011, 8.4385e-001, 0.0000e+000, 2.8064e-001
 1.0000e-010, 9.0000e-001, 0.0000e+000, 1.0323e-001
 1.0617e-010, 9.0000e-001, 0.0000e+000, 3.9064e-002
 1.2039e-010, 9.0000e-001, 0.0000e+000,-9.3929e-003
 1.4373e-010, 9.0000e-001, 0.0000e+000, 5.4676e-003
 2.0922e-010, 9.0000e-001, 0.0000e+000,-4.2868e-003
 4.0922e-010, 9.0000e-001, 0.0000e+000, 4.0150e-003
 6.0922e-010, 9.0000e-001, 0.0000e+000,-3.6791e-003
 8.0922e-010, 9.0000e-001, 0.0000e+000, 3.4421e-003
 1.0092e-009, 9.0000e-001, 0.0000e+000,-3.1493e-003
 1.2092e-009, 9.0000e-001, 0.0000e+000, 2.9436e-003
 1.4092e-009, 9.0000e-001, 0.0000e+000,-2.6870e-003
 1.6092e-009, 9.0000e-001, 0.0000e+000, 2.5094e-003
 1.8092e-009, 9.0000e-001, 0.0000e+000,-2.2834e-003
 2.0092e-009, 9.0000e-001, 0.0000e+000, 2.1307e-003
 2.2092e-009, 9.0000e-001, 0.0000e+000,-1.9310e-003
 2.4092e-009, 9.0000e-001, 0.0000e+000, 1.8005e-003
 2.6092e-009, 9.0000e-001, 0.0000e+000,-1.6236e-003
 2.8092e-009, 9.0000e-001, 0.0000e+000, 1.5126e-003
 3.0092e-009, 9.0000e-001, 0.0000e+000,-1.3554e-003
 3.2092e-009, 9.0000e-001, 0.0000e+000, 1.2617e-003
 3.4092e-009, 9.0000e-001, 0.0000e+000,-1.1217e-003
 3.6092e-009, 9.0000e-001, 0.0000e+000, 1.0433e-003
 3.8092e-009, 9.0000e-001, 0.0000e+000,-9.1831e-004
 4.0092e-009, 9.0000e-001, 0.0000e+000, 8.5339e-004
 4.2092e-009, 9.0000e-001, 0.0000e+000,-7.4152e-004
 4.4092e-009, 9.0000e-001, 0.0000e+000, 6.8849e-004
 4.6092e-009, 9.0000e-001, 0.0000e+000,-5.8810e-004
 4.8092e-009, 9.0000e-001, 0.0000e+000, 5.4556e-004
 5.0092e-009, 9.0000e-001, 0.0000e+000,-4.5521e-004
 5.0660e-009, 9.0000e-001, 0.0000e+000, 2.8807e-004
 5.0910e-009, 9.0000e-001, 2.2500e-001, 1.0779e-004
 5.1000e-009, 9.0000e-001, 3.0600e-001,-1.4554e-004
 5.1190e-009, 7.2894e-001, 4.7706e-001,-2.0531e-003
 5.1285e-009, 6.4341e-001, 5.6259e-001, 1.2011e-004
 5.1402e-009, 5.3827e-001, 6.6773e-001, 2.6515e-002
 5.1533e-009, 4.2058e-001, 7.8542e-001, 1.3527e-001
 5.1660e-009, 3.0600e-001, 9.0000e-001, 2.0652e-001
 5.1793e-009, 1.8665e-001, 9.0000e-001, 5.0858e-002
 5.1859e-009, 1.2698e-001, 9.0000e-001, 8.9349e-003
 5.1997e-009, 2.5768e-003, 9.0000e-001, 1.6621e-003
 5.2000e-009, 0.0000e+000, 9.0000e-001, 1.6451e-003
 5.2029e-009, 0.0000e+000, 9.0000e-001, 1.7043e-003
 5.2315e-009, 0.0000e+000, 9.0000e-001, 1.0553e-003
 5.2877e-009, 0.0000e+000, 9.0000e-001,-8.7839e-004
 5.4877e-009, 0.0000e+000, 9.0000e-001, 8.6713e-004
 5.6877e-009, 0.0000e+000, 9.0000e-001,-8.0519e-004
 5.8877e-009, 0.0000e+000, 9.0000e-001, 7.9725e-004
 6.0877e-009, 0.0000e+000, 9.0000e-001,-7.3841e-004
 6.2877e-009, 0.0000e+000, 9.0000e-001, 7.3342e-004
 6.4877e-009, 0.0000e+000, 9.0000e-001,-6.7736e-004
 6.6877e-009, 0.0000e+000, 9.0000e-001, 6.7503e-004
 6.8877e-009, 0.0000e+000, 9.0000e-001,-6.2146e-004
 7.0877e-009, 0.0000e+000, 9.0000e-001, 6.2155e-004
 7.2877e-009, 0.0000e+000, 9.0000e-001,-5.7025e-004
 7.4877e-009, 0.0000e+000, 9.0000e-001, 5.7252e-004
 7.6877e-009, 0.0000e+000, 9.0000e-001,-5.2329e-004
 7.8877e-009, 0.0000e+000, 9.0000e-001, 5.2756e-004
 8.0877e-009, 0.0000e+000, 9.0000e-001,-4.8022e-004
 8.2877e-009, 0.0000e+000, 9.0000e-001, 4.8632e-004
 8.4877e-009, 0.0000e+000, 9.0000e-001,-4.4070e-004
 8.6877e-009, 0.0000e+000, 9.0000e-001, 4.4847e-004
 8.8877e-009, 0.0000e+000, 9.0000e-001,-4.0444e-004
 9.0000e-009, 0.0000e+000, 9.0000e-001, 4.0094e-004

Transient analysis - Dval=5.068e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 0.0000e+000, 0.0000e+000, 0.0000e+000, 8.9995e-001
 6.2500e-012, 5.6250e-002, 0.0000e+000, 9.0028e-001
 5.6256e-011, 5.0631e-001, 0.0000e+000, 9.0407e-001
 8.1260e-011, 7.3134e-001, 0.0000e+000, 6.3695e-001
 9.3761e-011, 8.4385e-001, 0.0000e+000, 2.8064e-001
 1.0000e-010, 9.0000e-001, 0.0000e+000, 1.0323e-001
 1.0617e-010, 9.0000e-001, 0.0000e+000, 3.9064e-002
 1.2039e-010, 9.0000e-001, 0.0000e+000,-9.3929e-003
 1.4373e-010, 9.0000e-001, 0.0000e+000, 5.4676e-003
 2.0922e-010, 9.0000e-001, 0.0000e+000,-4.2868e-003
 4.0922e-010, 9.0000e-001, 0.0000e+000, 4.0150e-003
 6.0922e-010, 9.0000e-001, 0.0000e+000,-3.6791e-003
 8.0922e-010, 9.0000e-001, 0.0000e+000, 3.4421e-003
 1.0092e-009, 9.0000e-001, 0.0000e+000,-3.1493e-003
 1.2092e-009, 9.0000e-001, 0.0000e+000, 2.9436e-003
 1.4092e-009, 9.0000e-001, 0.0000e+000,-2.6870e-003
 1.6092e-009, 9.0000e-001, 0.0000e+000, 2.5094e-003
 1.8092e-009, 9.0000e-001, 0.0000e+000,-2.2834e-003
 2.0092e-009, 9.0000e-001, 0.0000e+000, 2.1307e-003
 2.2092e-009, 9.0000e-001, 0.0000e+000,-1.9310e-003
 2.4092e-009, 9.0000e-001, 0.0000e+000, 1.8005e-003
 2.6092e-009, 9.0000e-001, 0.0000e+000,-1.6236e-003
 2.8092e-009, 9.0000e-001, 0.0000e+000, 1.5126e-003
 3.0092e-009, 9.0000e-001, 0.0000e+000,-1.3554e-003
 3.2092e-009, 9.0000e-001, 0.0000e+000, 1.2617e-003
 3.4092e-009, 9.0000e-001, 0.0000e+000,-1.1217e-003
 3.6092e-009, 9.0000e-001, 0.0000e+000, 1.0433e-003
 3.8092e-009, 9.0000e-001, 0.0000e+000,-9.1831e-004
 4.0092e-009, 9.0000e-001, 0.0000e+000, 8.5339e-004
 4.2092e-009, 9.0000e-001, 0.0000e+000,-7.4152e-004
 4.4092e-009, 9.0000e-001, 0.0000e+000, 6.8849e-004
 4.6092e-009, 9.0000e-001, 0.0000e+000,-5.8810e-004
 4.8092e-009, 9.0000e-001, 0.0000e+000, 5.4556e-004
 5.0092e-009, 9.0000e-001, 0.0000e+000,-4.5521e-004
 5.0680e-009, 9.0000e-001, 0.0000e+000, 2.9394e-004
 5.0930e-009, 9.0000e-001, 2.2500e-001, 1.0853e-004
 5.1000e-009, 9.0000e-001, 2.8800e-001,-6.0098e-005
 5.1168e-009, 7.4914e-001, 4.3886e-001,-1.8449e-003
 5.1251e-009, 6.7371e-001, 5.1429e-001,-2.2615e-003
 5.1377e-009, 5.6046e-001, 6.2754e-001, 6.3447e-003
 5.1497e-009, 4.5243e-001, 7.3557e-001, 5.4511e-002
 5.1680e-009, 2.8800e-001, 9.0000e-001, 1.0781e-001
 5.1771e-009, 2.0578e-001, 9.0000e-001, 3.9023e-002
 5.1817e-009, 1.6467e-001, 9.0000e-001, 1.5425e-002
 5.1912e-009, 7.8889e-002, 9.0000e-001, 2.6837e-003
 5.2000e-009, 0.0000e+000, 9.0000e-001, 2.5019e-003
 5.2188e-009, 0.0000e+000, 9.0000e-001, 1.2491e-003
 5.3821e-009, 0.0000e+000, 9.0000e-001,-8.1135e-004
 5.4638e-009, 0.0000e+000, 9.0000e-001, 4.0103e-004
 5.6638e-009, 0.0000e+000, 9.0000e-001,-2.5646e-004
 5.8638e-009, 0.0000e+000, 9.0000e-001, 2.0020e-004
 6.0638e-009, 0.0000e+000, 9.0000e-001,-1.0683e-004
 6.2638e-009, 0.0000e+000, 9.0000e-001, 8.4076e-005
 6.4638e-009, 0.0000e+000, 9.0000e-001,-1.9730e-005
 6.6638e-009, 0.0000e+000, 9.0000e-001, 1.7568e-005
 6.8638e-009, 0.0000e+000, 9.0000e-001, 2.9985e-005
 7.0638e-009, 0.0000e+000, 9.0000e-001,-1.9678e-005
 7.2638e-009, 0.0000e+000, 9.0000e-001, 5.7464e-005
 7.4638e-009, 0.0000e+000, 9.0000e-001,-3.9697e-005
 7.6638e-009, 0.0000e+000, 9.0000e-001, 7.1790e-005
 7.8638e-009, 0.0000e+000, 9.0000e-001,-4.9606e-005
 8.0638e-009, 0.0000e+000, 9.0000e-001, 7.8382e-005
 8.2638e-009, 0.0000e+000, 9.0000e-001,-5.3611e-005
 8.4638e-009, 0.0000e+000, 9.0000e-001, 8.0471e-005
 8.6638e-009, 0.0000e+000, 9.0000e-001,-5.4207e-005
 8.8638e-009, 0.0000e+000, 9.0000e-001, 8.0284e-005
 9.0000e-009, 0.0000e+000, 9.0000e-001,-5.2812e-005

Transient analysis - Dval=5.07e-009 temperature=25.0
Time,V(CLK),V(D),V(Q)
 0.0000e+000, 0.0000e+000, 0.0000e+000, 8.9995e-001
 6.2500e-012, 5.6250e-002, 0.0000e+000, 9.0028e-001
 5.6256e-011, 5.0631e-001, 0.0000e+000, 9.0407e-001
 8.1260e-011, 7.3134e-001, 0.0000e+000, 6.3695e-001
 9.3761e-011, 8.4385e-001, 0.0000e+000, 2.8064e-001
 1.0000e-010, 9.0000e-001, 0.0000e+000, 1.0323e-001
 1.0617e-010, 9.0000e-001, 0.0000e+000, 3.9064e-002
 1.2039e-010, 9.0000e-001, 0.0000e+000,-9.3929e-003
 1.4373e-010, 9.0000e-001, 0.0000e+000, 5.4676e-003
 2.0922e-010, 9.0000e-001, 0.0000e+000,-4.2868e-003
 4.0922e-010, 9.0000e-001, 0.0000e+000, 4.0150e-003
 6.0922e-010, 9.0000e-001, 0.0000e+000,-3.6791e-003
 8.0922e-010, 9.0000e-001, 0.0000e+000, 3.4421e-003
 1.0092e-009, 9.0000e-001, 0.0000e+000,-3.1493e-003
 1.2092e-009, 9.0000e-001, 0.0000e+000, 2.9436e-003
 1.4092e-009, 9.0000e-001, 0.0000e+000,-2.6870e-003
 1.6092e-009, 9.0000e-001, 0.0000e+000, 2.5094e-003
 1.8092e-009, 9.0000e-001, 0.0000e+000,-2.2834e-003
 2.0092e-009, 9.0000e-001, 0.0000e+000, 2.1307e-003
 2.2092e-009, 9.0000e-001, 0.0000e+000,-1.9310e-003
 2.4092e-009, 9.0000e-001, 0.0000e+000, 1.8005e-003
 2.6092e-009, 9.0000e-001, 0.0000e+000,-1.6236e-003
 2.8092e-009, 9.0000e-001, 0.0000e+000, 1.5126e-003
 3.0092e-009, 9.0000e-001, 0.0000e+000,-1.3554e-003
 3.2092e-009, 9.0000e-001, 0.0000e+000, 1.2617e-003
 3.4092e-009, 9.0000e-001, 0.0000e+000,-1.1217e-003
 3.6092e-009, 9.0000e-001, 0.0000e+000, 1.0433e-003
 3.8092e-009, 9.0000e-001, 0.0000e+000,-9.1831e-004
 4.0092e-009, 9.0000e-001, 0.0000e+000, 8.5339e-004
 4.2092e-009, 9.0000e-001, 0.0000e+000,-7.4152e-004
 4.4092e-009, 9.0000e-001, 0.0000e+000, 6.8849e-004
 4.6092e-009, 9.0000e-001, 0.0000e+000,-5.8810e-004
 4.8092e-009, 9.0000e-001, 0.0000e+000, 5.4556e-004
 5.0092e-009, 9.0000e-001, 0.0000e+000,-4.5521e-004
 5.0700e-009, 9.0000e-001, 0.0000e+000, 2.9947e-004
 5.0950e-009, 9.0000e-001, 2.2500e-001, 1.0922e-004
 5.1000e-009, 9.0000e-001, 2.7000e-001,-3.4842e-006
 5.1142e-009, 7.7250e-001, 3.9750e-001,-1.2413e-003
 5.1642e-009, 3.2249e-001, 8.4751e-001, 6.5490e-004
 5.1700e-009, 2.7000e-001, 9.0000e-001, 1.2792e-003
 5.1791e-009, 1.8829e-001, 9.0000e-001, 1.2146e-003
 5.2000e-009, 0.0000e+000, 9.0000e-001, 8.4971e-005
 5.2250e-009, 0.0000e+000, 9.0000e-001, 2.8482e-004
 5.4250e-009, 0.0000e+000, 9.0000e-001,-1.7710e-004
 5.6250e-009, 0.0000e+000, 9.0000e-001, 1.4489e-004
 5.8250e-009, 0.0000e+000, 9.0000e-001,-7.2265e-005
 6.0250e-009, 0.0000e+000, 9.0000e-001, 6.4267e-005
 6.2250e-009, 0.0000e+000, 9.0000e-001,-1.1780e-005
 6.4250e-009, 0.0000e+000, 9.0000e-001, 1.8466e-005
 6.6250e-009, 0.0000e+000, 9.0000e-001, 2.2323e-005
 6.8250e-009, 0.0000e+000, 9.0000e-001,-6.8366e-006
 7.0250e-009, 0.0000e+000, 9.0000e-001, 4.0821e-005
 7.2250e-009, 0.0000e+000, 9.0000e-001,-2.0131e-005
 7.4250e-009, 0.0000e+000, 9.0000e-001, 5.0174e-005
 7.6250e-009, 0.0000e+000, 9.0000e-001,-2.6440e-005
 7.8250e-009, 0.0000e+000, 9.0000e-001, 5.4311e-005
 8.0250e-009, 0.0000e+000, 9.0000e-001,-2.8982e-005
 8.2250e-009, 0.0000e+000, 9.0000e-001, 5.5568e-005
 8.4250e-009, 0.0000e+000, 9.0000e-001,-2.9269e-005
 8.6250e-009, 0.0000e+000, 9.0000e-001, 5.5136e-005
 8.8250e-009, 0.0000e+000, 9.0000e-001,-2.8302e-005
 9.0000e-009, 0.0000e+000, 9.0000e-001, 5.3652e-005

